1;1;
1.01005;0.980199;
1.0202;0.960789;
1.03045;0.941765;
1.04081;0.923116;
1.05127;0.904837;
1.06184;0.88692;
1.07251;0.869358;
1.08329;0.852144;
1.09417;0.83527;
1.10517;0.818731;
1.11628;0.802519;
1.1275;0.786628;
1.13883;0.771052;
1.15027;0.755784;
1.16183;0.740818;
1.17351;0.726149;
1.1853;0.71177;
1.19722;0.697676;
1.20925;0.683861;
1.2214;0.67032;
1.23368;0.657047;
1.24608;0.644036;
1.2586;0.631284;
1.27125;0.618783;
1.28403;0.606531;
1.29693;0.594521;
1.30996;0.582748;
1.32313;0.571209;
1.33643;0.559898;
1.34986;0.548812;
1.36343;0.537944;
1.37713;0.527292;
1.39097;0.516851;
1.40495;0.506617;
1.41907;0.496585;
1.43333;0.486752;
1.44773;0.477114;
1.46228;0.467666;
1.47698;0.458406;
1.49182;0.449329;
1.50682;0.440432;
1.52196;0.431711;
1.53726;0.423162;
1.55271;0.414783;
1.56831;0.40657;
1.58407;0.398519;
1.59999;0.390628;
1.61607;0.382893;
1.63232;0.375311;
1.64872;0.367879;
1.66529;0.360595;
1.68203;0.353455;
1.69893;0.346456;
1.71601;0.339596;
1.73325;0.332871;
1.75067;0.32628;
1.76827;0.319819;
1.78604;0.313486;
1.80399;0.307279;
1.82212;0.301194;
1.84043;0.29523;
1.85893;0.289384;
1.87761;0.283654;
1.89648;0.278037;
1.91554;0.272532;
1.93479;0.267135;
1.95424;0.261846;
1.97388;0.256661;
1.99372;0.251579;
2.01375;0.246597;
2.03399;0.241714;
2.05443;0.236928;
2.07508;0.232236;
2.09594;0.227638;
2.117;0.22313;
2.13828;0.218712;
2.15977;0.214381;
2.18147;0.210136;
2.2034;0.205975;
2.22554;0.201897;
2.24791;0.197899;
2.2705;0.19398;
2.29332;0.190139;
2.31637;0.186374;
2.33965;0.182684;
2.36316;0.179066;
2.38691;0.17552;
2.4109;0.172045;
2.43513;0.168638;
2.4596;0.165299;
2.48432;0.162026;
2.50929;0.158817;
2.53451;0.155673;
2.55998;0.15259;
2.58571;0.149569;
2.6117;0.146607;
2.63794;0.143704;
2.66446;0.140858;
2.69123;0.138069;
2.71828;0.135335;
2.7456;0.132655;
2.77319;0.130029;
2.80107;0.127454;
2.82922;0.12493;
2.85765;0.122456;
2.88637;0.120032;
2.91538;0.117655;
2.94468;0.115325;
2.97427;0.113042;
3.00417;0.110803;
3.03436;0.108609;
3.06485;0.106459;
3.09566;0.10435;
3.12677;0.102284;
3.15819;0.100259;
3.18993;0.0982736;
3.22199;0.0963276;
3.25437;0.0944202;
3.28708;0.0925506;
3.32012;0.090718;
3.35348;0.0889216;
3.38719;0.0871609;
3.42123;0.085435;
3.45561;0.0837432;
3.49034;0.082085;
3.52542;0.0804596;
3.56085;0.0788664;
3.59664;0.0773047;
3.63279;0.075774;
3.6693;0.0742736;
3.70617;0.0728029;
3.74342;0.0713613;
3.78104;0.0699482;
3.81904;0.0685632;
3.85743;0.0672055;
3.89619;0.0658748;
3.93535;0.0645703;
3.9749;0.0632918;
4.01485;0.0620385;
4.0552;0.0608101;
4.09596;0.0596059;
4.13712;0.0584257;
4.1787;0.0572688;
4.2207;0.0561348;
4.26311;0.0550232;
4.30596;0.0539337;
4.34924;0.0528657;
4.39295;0.0518189;
4.4371;0.0507928;
4.48169;0.0497871;
4.52673;0.0488012;
4.57223;0.0478349;
